lambda,alpha0,alpha1,alpha2,iteration
0.03,0.003,0.0029,0.0029,5
0.03,0.0,0.001,0.0,5
0.03,0.0,0.0,0.0,5
0.03,0.0012,0.0017,0.0,5
0.03,0.0,0.0,0.0003,5
0.03,0.0015,0.0011,0.0001,5
0.03,0.0055,0.006,0.0025,5
0.03,0.0032,0.0042,0.0015,5
0.03,0.0006,0.0012,0.0,5
0.03,0.0031,0.0021,0.0,5
0.03,0.0032,0.0044,0.0,5
0.03,0.0,0.0,0.0,5
0.03,0.0,0.0,0.0,5
0.03,0.0005,0.0004,0.0,5
0.03,0.0005,0.0006,0.0,5
0.03,0.0017,0.0022,0.0,5
0.03,0.0003,0.0003,0.0,5
0.03,0.0014,0.0028,0.0005,5
0.03,0.0001,0.0012,0.0,5
0.03,0.0011,0.0011,0.0,5
0.03,0.006,0.0095,0.0008,5
0.03,0.0006,0.0003,0.0004,5
0.03,0.0012,0.0026,0.0,5
0.03,0.0032,0.0045,0.0002,5
0.03,0.002,0.0026,0.0,5
0.03,0.002,0.0021,0.0,5
0.03,0.0007,0.0002,0.0,5
0.03,0.0032,0.0043,0.0009,5
0.03,0.0005,0.0011,0.0015,5
0.03,0.002,0.0024,0.0008,5
0.03,0.0044,0.0036,0.0009,5
0.03,0.0035,0.004,0.0011,5
0.03,0.0007,0.0009,0.0,5
0.03,0.0009,0.0012,0.0,5
0.03,0.0005,0.001,0.0011,5
0.03,0.004,0.003,0.0003,5
0.03,0.0016,0.0017,0.0,5
0.03,0.0054,0.0075,0.0,5
0.03,0.0,0.0003,0.0014,5
0.03,0.0,0.0,0.0,5
0.03,0.0041,0.0039,0.0026,5
0.03,0.0044,0.0037,0.0011,5
0.03,0.0005,0.0007,0.0004,5
0.03,0.0,0.0005,0.0,5
0.03,0.0023,0.0016,0.0,5
0.03,0.0011,0.0013,0.0,5
0.03,0.0025,0.0031,0.0,5
0.03,0.0,0.0,0.0,5
0.03,0.0048,0.0051,0.0,5
0.03,0.0,0.0008,0.0,5
0.03,0.0,0.0002,0.0023,5
0.03,0.0025,0.0025,0.0007,5
0.03,0.0,0.0009,0.0,5
0.03,0.0011,0.0014,0.0002,5
0.03,0.0045,0.0036,0.0013,5
0.03,0.0024,0.0034,0.0016,5
0.03,0.0019,0.0026,0.0041,5
0.03,0.0026,0.0044,0.0,5
0.03,0.0014,0.0019,0.0002,5
0.03,0.0022,0.0025,0.0003,5
0.03,0.007,0.0087,0.0002,5
0.035,0.0,0.2,0.5,0
0.035,0.0,0.1869,0.4675,0
0.035,0.0,0.1656,0.4346,0
0.035,0.0,0.1081,0.3877,0
0.035,0.0,0.0184,0.2851,0
0.035,0.0,0.0,0.2043,0
0.035,0.0013,0.0,0.1274,0
0.035,0.0085,0.0016,0.0468,0
0.035,0.0,0.0,0.0,0
0.035,0.0,0.0,0.0,0
0.035,0.002,0.0,0.0,0
0.035,0.0023,0.0007,0.0,0
0.035,0.0022,0.0001,0.0003,0
0.035,0.001,0.0,0.0,0
0.035,0.0,0.0,0.0,0
0.035,0.0015,0.0001,0.0,0
0.035,0.0,0.0,0.0,0
0.035,0.0019,0.0,0.0,0
0.035,0.0025,0.0015,0.0011,0
0.035,0.0,0.0,0.0,0
0.035,0.0008,0.0006,0.0,0
0.035,0.001,0.0004,0.001,0
0.035,0.0038,0.0011,0.0003,0
0.035,0.0032,0.0008,0.0,0
0.035,0.0005,0.0,0.0,0
0.035,0.0002,0.0,0.0,0
0.035,0.0022,0.0003,0.0,0
0.035,0.0,0.0,0.0,0
0.035,0.0,0.0,0.0,0
0.035,0.0006,0.0,0.0,0
0.035,0.0,0.0,0.0004,0
0.035,0.0015,0.0005,0.0014,0
0.035,0.0011,0.0,0.0,0
0.035,0.002,0.0008,0.0013,0
0.035,0.0012,0.0,0.0,0
0.035,0.0001,0.0,0.0,0
0.035,0.0002,0.0001,0.0011,0
0.035,0.0016,0.0,0.0,0
0.035,0.0028,0.0015,0.0026,0
0.035,0.0024,0.0004,0.0,0
0.035,0.0,0.0,0.0,0
0.035,0.0,0.0,0.0003,0
0.035,0.0006,0.0,0.0004,0
0.035,0.0,0.0,0.0,0
0.035,0.0,0.0,0.0005,0
0.035,0.0,0.0,0.0008,0
0.035,0.0017,0.0005,0.0001,0
0.035,0.0023,0.0013,0.0012,0
0.035,0.0,0.0,0.0,0
0.035,0.0012,0.0008,0.0004,0
0.035,0.0003,0.0,0.0,0
0.035,0.0003,0.0,0.0,0
0.035,0.0,0.0,0.001,0
0.035,0.0006,0.0003,0.0002,0
0.035,0.0016,0.0,0.0006,0
0.035,0.0028,0.0,0.0,0
0.035,0.0003,0.0,0.0002,0
0.035,0.0006,0.0,0.0,0
0.035,0.001,0.0,0.0,0
0.035,0.001,0.0,0.0,0
0.035,0.0,0.0,0.0002,0
0.035,0.0012,0.0,0.0,0
0.035,0.002,0.0,0.0,0
0.035,0.0013,0.0,0.0008,0
0.035,0.0022,0.0006,0.0006,0
0.035,0.0024,0.0006,0.0018,0
0.035,0.0004,0.0,0.0,0
0.035,0.0001,0.0011,0.0022,0
0.035,0.0012,0.0,0.0001,0
0.035,0.0003,0.0,0.0,0
0.035,0.0007,0.0001,0.0,0
0.035,0.0019,0.0,0.0,0
0.035,0.0014,0.0,0.0,0
0.035,0.0008,0.0003,0.0006,0
0.035,0.0026,0.0,0.0003,0
0.035,0.0008,0.0,0.0001,0
0.035,0.0007,0.0,0.0002,0
0.035,0.0016,0.0,0.0,0
0.035,0.0016,0.0,0.0,0
0.035,0.0016,0.0001,0.0,0
0.035,0.0005,0.0,0.0,0
0.035,0.0007,0.0004,0.001,0
0.035,0.0013,0.0,0.0,0
0.035,0.0004,0.0,0.0,0
0.035,0.0014,0.0004,0.0,0
0.035,0.0,0.0,0.0007,0
0.035,0.0004,0.0,0.0,0
0.035,0.0022,0.0008,0.002,0
0.035,0.0,0.0,0.0004,0
0.035,0.0033,0.0001,0.0008,0
0.035,0.0021,0.0011,0.0001,0
0.035,0.0026,0.0,0.0,0
0.035,0.0,0.0,0.0,0
0.035,0.0016,0.0009,0.0012,0
0.035,0.0005,0.0,0.0,0
0.035,0.0035,0.0003,0.0,0
0.035,0.0022,0.0003,0.0003,0
0.035,0.0015,0.0,0.0,0
0.035,0.0,0.0001,0.0,0
0.035,0.0009,0.0002,0.0004,0
0.035,0.35,0.55,0.45,1
0.035,0.3324,0.5255,0.4286,1
0.035,0.3137,0.5011,0.4061,1
0.035,0.2929,0.4761,0.3818,1
0.035,0.2696,0.4494,0.3566,1
0.035,0.2411,0.4217,0.3307,1
0.035,0.2069,0.3898,0.3018,1
0.035,0.1583,0.3523,0.2602,1
0.035,0.0654,0.3015,0.1798,1
0.035,0.0,0.2154,0.0179,1
0.035,0.0,0.1745,0.0,1
0.035,0.0,0.0777,0.0,1
0.035,0.0,0.0096,0.0006,1
0.035,0.0,0.0,0.0,1
0.035,0.002,0.0003,0.0026,1
0.035,0.0031,0.0,0.0043,1
0.035,0.0046,0.0005,0.0058,1
0.035,0.0,0.0,0.001,1
0.035,0.0008,0.0,0.0011,1
0.035,0.0008,0.0,0.002,1
0.035,0.0029,0.0,0.0065,1
0.035,0.0057,0.0001,0.0081,1
0.035,0.0032,0.0,0.007,1
0.035,0.0028,0.0005,0.0029,1
0.035,0.0009,0.0003,0.0066,1
0.035,0.0021,0.0004,0.0048,1
0.035,0.0126,0.0,0.0182,1
0.035,0.016,0.0,0.0263,1
0.035,0.0132,0.0002,0.0225,1
0.035,0.0055,0.0,0.0138,1
0.035,0.0051,0.0,0.0104,1
0.035,0.0107,0.0,0.0178,1
0.035,0.0052,0.0,0.0166,1
0.035,0.0113,0.0003,0.0149,1
0.035,0.0146,0.0,0.0209,1
0.035,0.004,0.0,0.0132,1
0.035,0.0083,0.0,0.016,1
0.035,0.0125,0.0,0.0219,1
0.035,0.017,0.0,0.0254,1
0.035,0.0154,0.0,0.0268,1
0.035,0.0182,0.0,0.0333,1
0.035,0.0199,0.0003,0.0329,1
0.035,0.0268,0.0021,0.0411,1
0.035,0.0206,0.0,0.0379,1
0.035,0.022,0.0,0.0396,1
0.035,0.0194,0.0,0.0374,1
0.035,0.0241,0.0,0.0423,1
0.035,0.0248,0.0,0.0369,1
0.035,0.0223,0.0,0.0338,1
0.035,0.0183,0.0,0.0325,1
0.035,0.0265,0.0004,0.0391,1
0.035,0.0304,0.0006,0.0428,1
0.035,0.0281,0.0,0.0423,1
0.035,0.0318,0.0007,0.0507,1
0.035,0.0298,0.0011,0.0506,1
0.035,0.022,0.0006,0.0385,1
0.035,0.029,0.0,0.0484,1
0.035,0.0288,0.0,0.0465,1
0.035,0.0263,0.0,0.045,1
0.035,0.0335,0.0,0.0501,1
0.035,0.0343,0.0003,0.0509,1
0.035,0.0308,0.0014,0.0508,1
0.035,0.0296,0.0,0.0513,1
0.035,0.0436,0.0045,0.0609,1
0.035,0.0405,0.0008,0.0606,1
0.035,0.045,0.0,0.066,1
0.035,0.0352,0.0001,0.0551,1
0.035,0.041,0.0005,0.0594,1
0.035,0.0423,0.0007,0.0611,1
0.035,0.041,0.0,0.0617,1
0.035,0.0406,0.0,0.0592,1
0.035,0.0423,0.0025,0.0607,1
0.035,0.0445,0.0,0.0652,1
0.035,0.0438,0.0,0.066,1
0.035,0.0405,0.0,0.0649,1
0.035,0.0466,0.0002,0.0692,1
0.035,0.0392,0.0,0.0649,1
0.035,0.0461,0.0,0.0704,1
0.035,0.0551,0.0007,0.0789,1
0.035,0.0531,0.0008,0.0752,1
0.035,0.047,0.0,0.0729,1
0.035,0.0491,0.0002,0.0719,1
0.035,0.0512,0.0006,0.0718,1
0.035,0.0414,0.0,0.0653,1
0.035,0.0605,0.0,0.088,1
0.035,0.0563,0.0018,0.0854,1
0.035,0.057,0.0,0.0879,1
0.035,0.0522,0.0,0.0816,1
0.035,0.0624,0.0,0.0859,1
0.035,0.0613,0.0,0.0894,1
0.035,0.0553,0.0,0.0825,1
0.035,0.0539,0.0,0.0814,1
0.035,0.0571,0.0,0.0824,1
0.035,0.0585,0.0,0.0856,1
0.035,0.0646,0.0,0.0984,1
0.035,0.0591,0.0,0.0888,1
0.035,0.0645,0.0,0.0971,1
0.035,0.0664,0.0,0.0957,1
0.035,0.0632,0.0,0.0934,1
0.035,0.0698,0.0009,0.0966,1
0.035,0.9,0.25,0.2,2
0.035,0.8692,0.2409,0.1922,2
0.035,0.8377,0.2308,0.1818,2
0.035,0.8049,0.22,0.1682,2
0.035,0.7656,0.2067,0.1503,2
0.035,0.6963,0.1794,0.1133,2
0.035,0.5533,0.0703,0.0,2
0.035,0.4719,0.0,0.0,2
0.035,0.4202,0.0,0.0,2
0.035,0.3845,0.0,0.0,2
0.035,0.3684,0.0,0.0,2
0.035,0.3301,0.0013,0.0026,2
0.035,0.306,0.0007,0.0009,2
0.035,0.2796,0.0,0.0,2
0.035,0.254,0.0,0.0,2
0.035,0.2313,0.0,0.0008,2
0.035,0.2045,0.0015,0.0035,2
0.035,0.1788,0.0001,0.0003,2
0.035,0.1589,0.0005,0.0009,2
0.035,0.1364,0.0,0.0001,2
0.035,0.1238,0.0,0.0017,2
0.035,0.1006,0.0,0.0002,2
0.035,0.0842,0.0,0.0,2
0.035,0.0605,0.0006,0.0005,2
0.035,0.0341,0.0009,0.0009,2
0.035,0.0106,0.0,0.0,2
0.035,0.0004,0.0007,0.0013,2
0.035,0.0,0.0004,0.0004,2
0.035,0.0002,0.0,0.0,2
0.035,0.0004,0.0,0.0,2
0.035,0.0014,0.0,0.0,2
0.035,0.0,0.0,0.0,2
0.035,0.0007,0.0,0.0,2
0.035,0.001,0.0005,0.0,2
0.035,0.0,0.0,0.0,2
0.035,0.0,0.0,0.0,2
0.035,0.0,0.0,0.0014,2
0.035,0.0002,0.0,0.0001,2
0.035,0.0,0.0,0.0,2
0.035,0.0,0.0,0.0,2
0.035,0.0002,0.0004,0.0013,2
0.035,0.0,0.0001,0.002,2
0.035,0.0,0.0,0.0004,2
0.035,0.0,0.0,0.0,2
0.035,0.0001,0.0,0.0,2
0.035,0.0001,0.0,0.0,2
0.035,0.0,0.0,0.0,2
0.035,0.0,0.0,0.0,2
0.035,0.0001,0.0003,0.0003,2
0.035,0.0012,0.0006,0.0,2
0.035,0.0002,0.0,0.0,2
0.035,0.0003,0.0,0.0,2
0.035,0.0002,0.0003,0.001,2
0.035,0.0005,0.0,0.0,2
0.035,0.0,0.0,0.0,2
0.035,0.0,0.0,0.0,2
0.035,0.0005,0.0003,0.0008,2
0.035,0.0001,0.0,0.0002,2
0.035,0.0009,0.0,0.0003,2
0.035,0.0005,0.0,0.0012,2
0.035,0.0004,0.0007,0.0,2
0.035,0.0008,0.0,0.0,2
0.035,0.0,0.0004,0.0003,2
0.035,0.0,0.0,0.0,2
0.035,0.0005,0.0,0.0005,2
0.035,0.0,0.0,0.0,2
0.035,0.0,0.0,0.0008,2
0.035,0.0012,0.0015,0.0019,2
0.035,0.0002,0.001,0.0017,2
0.035,0.0007,0.0,0.0,2
0.035,0.0,0.0,0.0002,2
0.035,0.0,0.0,0.0,2
0.035,0.0012,0.0009,0.0009,2
0.035,0.0,0.0,0.0,2
0.035,0.0008,0.0,0.0,2
0.035,0.0001,0.0,0.0,2
0.035,0.0005,0.0,0.0,2
0.035,0.0,0.0,0.0,2
0.035,0.0006,0.0005,0.0009,2
0.035,0.0,0.0,0.0,2
0.035,0.0009,0.0017,0.0007,2
0.035,0.0002,0.0003,0.0,2
0.035,0.0006,0.0001,0.0007,2
0.035,0.0,0.0,0.0,2
0.035,0.0,0.0,0.0007,2
0.035,0.0001,0.0,0.0,2
0.035,0.0001,0.0,0.0,2
0.035,0.0007,0.0001,0.0013,2
0.035,0.0,0.0,0.0008,2
0.035,0.0,0.0,0.0009,2
0.035,0.0004,0.0,0.0,2
0.035,0.0001,0.0006,0.0005,2
0.035,0.001,0.0,0.0,2
0.035,0.0,0.0,0.0,2
0.035,0.0004,0.0,0.0,2
0.035,0.0,0.0,0.0,2
0.035,0.0017,0.0016,0.0025,2
0.035,0.0001,0.0,0.0005,2
0.035,0.0,0.0,0.0,2
0.035,0.0001,0.0,0.0,2
0.035,0.3,0.9,0.65,3
0.035,0.2919,0.8719,0.6311,3
0.035,0.2834,0.8443,0.6095,3
0.035,0.2758,0.8127,0.587,3
0.035,0.2657,0.7819,0.5669,3
0.035,0.2532,0.7483,0.5468,3
0.035,0.2348,0.7067,0.5262,3
0.035,0.1925,0.6523,0.4941,3
0.035,0.0939,0.5687,0.415,3
0.035,0.0502,0.519,0.3744,3
0.035,0.0403,0.5042,0.3605,3
0.035,0.026,0.4742,0.3305,3
0.035,0.0151,0.4493,0.2966,3
0.035,0.0033,0.4253,0.2589,3
0.035,0.0004,0.3986,0.2165,3
0.035,0.0008,0.3743,0.1666,3
0.035,0.0,0.3499,0.1195,3
0.035,0.0005,0.3241,0.0802,3
0.035,0.0017,0.302,0.0464,3
0.035,0.0003,0.2731,0.0139,3
0.035,0.0,0.2653,0.0029,3
0.035,0.0,0.2415,0.0,3
0.035,0.0014,0.2184,0.0011,3
0.035,0.0,0.1908,0.0002,3
0.035,0.0,0.1676,0.0,3
0.035,0.0008,0.1428,0.0001,3
0.035,0.0014,0.1184,0.0005,3
0.035,0.0003,0.0953,0.001,3
0.035,0.0008,0.0732,0.0007,3
0.035,0.0014,0.049,0.0018,3
0.035,0.0007,0.0414,0.0021,3
0.035,0.0006,0.0224,0.0,3
0.035,0.0,0.002,0.0,3
0.035,0.0,0.0,0.0,3
0.035,0.0,0.0005,0.0,3
0.035,0.0002,0.0,0.0009,3
0.035,0.0012,0.0,0.0018,3
0.035,0.0,0.0,0.0,3
0.035,0.0003,0.0006,0.0,3
0.035,0.0,0.0002,0.0,3
0.035,0.0,0.0,0.0001,3
0.035,0.0003,0.0007,0.0,3
0.035,0.0001,0.0,0.0,3
0.035,0.0,0.0,0.0004,3
0.035,0.0001,0.0,0.0008,3
0.035,0.0,0.0008,0.0,3
0.035,0.0002,0.0,0.0014,3
0.035,0.0,0.0008,0.0,3
0.035,0.0001,0.0004,0.0,3
0.035,0.0,0.0,0.0,3
0.035,0.0002,0.0014,0.0,3
0.035,0.0,0.0,0.0002,3
0.035,0.001,0.0001,0.0015,3
0.035,0.0,0.0,0.0,3
0.035,0.0,0.0005,0.0,3
0.035,0.0,0.001,0.0,3
0.035,0.0,0.0016,0.0,3
0.035,0.0,0.0004,0.0,3
0.035,0.0,0.0011,0.0,3
0.035,0.0,0.0004,0.0004,3
0.035,0.0012,0.0,0.0025,3
0.035,0.0,0.0,0.0012,3
0.035,0.0,0.0,0.0005,3
0.035,0.0,0.0005,0.0,3
0.035,0.0001,0.0,0.0004,3
0.035,0.001,0.0,0.0022,3
0.035,0.0,0.0001,0.0001,3
0.035,0.0,0.0002,0.0,3
0.035,0.0,0.0004,0.0,3
0.035,0.0,0.0001,0.0,3
0.035,0.0,0.0,0.0,3
0.035,0.0002,0.0013,0.0,3
0.035,0.001,0.0009,0.0,3
0.035,0.0008,0.001,0.0012,3
0.035,0.0,0.0003,0.0,3
0.035,0.0004,0.0005,0.0,3
0.035,0.0002,0.0,0.0014,3
0.035,0.0,0.0,0.0,3
0.035,0.0,0.0012,0.0,3
0.035,0.0,0.0,0.0004,3
0.035,0.0,0.0,0.0,3
0.035,0.0,0.0,0.0001,3
0.035,0.0005,0.0003,0.0,3
0.035,0.0002,0.0011,0.0,3
0.035,0.0,0.0005,0.0,3
0.035,0.0007,0.0004,0.0002,3
0.035,0.0013,0.0005,0.0009,3
0.035,0.0004,0.0012,0.0,3
0.035,0.0,0.0,0.0003,3
0.035,0.0,0.0,0.0,3
0.035,0.0002,0.0,0.0014,3
0.035,0.0001,0.0002,0.0,3
0.035,0.0003,0.001,0.0,3
0.035,0.0,0.0,0.0,3
0.035,0.0,0.0001,0.0,3
0.035,0.0013,0.0002,0.001,3
0.035,0.0002,0.0,0.0003,3
0.035,0.0002,0.0002,0.0009,3
0.035,0.0,0.0005,0.0,3
0.035,0.0,0.0005,0.0007,3
0.035,0.9,0.15,0.45,4
0.035,0.8725,0.1468,0.4396,4
0.035,0.8445,0.1419,0.423,4
0.035,0.8158,0.1346,0.3982,4
0.035,0.7887,0.1201,0.3622,4
0.035,0.7602,0.0837,0.2947,4
0.035,0.7208,0.0,0.1222,4
0.035,0.671,0.0,0.0,4
0.035,0.6274,0.0,0.0,4
0.035,0.5893,0.0,0.0,4
0.035,0.576,0.0032,0.0027,4
0.035,0.5386,0.0002,0.0,4
0.035,0.5028,0.0009,0.0019,4
0.035,0.4674,0.0,0.0,4
0.035,0.4328,0.0004,0.0011,4
0.035,0.3983,0.0034,0.0042,4
0.035,0.3632,0.003,0.0029,4
0.035,0.3298,0.0,0.0002,4
0.035,0.2964,0.0011,0.0017,4
0.035,0.2615,0.0,0.0,4
0.035,0.249,0.003,0.006,4
0.035,0.2159,0.0008,0.0019,4
0.035,0.1825,0.0015,0.0035,4
0.035,0.1492,0.0047,0.007,4
0.035,0.1155,0.0024,0.003,4
0.035,0.0825,0.0023,0.0064,4
0.035,0.0501,0.0029,0.0069,4
0.035,0.0189,0.0028,0.0052,4
0.035,0.0,0.0,0.0001,4
0.035,0.0001,0.0,0.0,4
0.035,0.0,0.0,0.0,4
0.035,0.0,0.0,0.0,4
0.035,0.0002,0.0011,0.0007,4
0.035,0.0001,0.0002,0.0,4
0.035,0.0002,0.0011,0.0022,4
0.035,0.0005,0.0025,0.0034,4
0.035,0.0002,0.0008,0.0018,4
0.035,0.0,0.0,0.0,4
0.035,0.0001,0.0,0.0003,4
0.035,0.0001,0.0,0.001,4
0.035,0.0001,0.0005,0.0,4
0.035,0.0,0.0,0.0,4
0.035,0.0,0.0,0.0,4
0.035,0.0,0.0,0.0,4
0.035,0.0002,0.0008,0.0028,4
0.035,0.0,0.0,0.0,4
0.035,0.0,0.0003,0.0,4
0.035,0.0,0.0,0.0,4
0.035,0.0001,0.0008,0.0021,4
0.035,0.0001,0.0,0.0006,4
0.035,0.0003,0.001,0.0036,4
0.035,0.0002,0.0012,0.004,4
0.035,0.0005,0.0013,0.002,4
0.035,0.0,0.0,0.0,4
0.035,0.0,0.0,0.001,4
0.035,0.0003,0.0014,0.0044,4
0.035,0.0005,0.0021,0.0041,4
0.035,0.0003,0.0016,0.0023,4
0.035,0.0002,0.0012,0.0017,4
0.035,0.0,0.0,0.0009,4
0.035,0.0,0.0,0.0,4
0.035,0.0002,0.0006,0.0006,4
0.035,0.0,0.0,0.0,4
0.035,0.0,0.0,0.0,4
0.035,0.0,0.0,0.0003,4
0.035,0.0,0.0012,0.0035,4
0.035,0.0,0.0,0.0,4
0.035,0.0003,0.001,0.0023,4
0.035,0.0,0.0,0.0,4
0.035,0.0002,0.0013,0.0033,4
0.035,0.0,0.0,0.0,4
0.035,0.0002,0.0005,0.0019,4
0.035,0.0,0.0,0.0,4
0.035,0.0,0.0,0.0,4
0.035,0.0,0.0,0.0004,4
0.035,0.0002,0.0009,0.0013,4
0.035,0.0,0.0,0.0,4
0.035,0.0002,0.0009,0.0016,4
0.035,0.0,0.0,0.0,4
0.035,0.0003,0.0009,0.0009,4
0.035,0.0002,0.0008,0.0017,4
0.035,0.0,0.0,0.0004,4
0.035,0.0,0.0,0.0,4
0.035,0.0002,0.0006,0.0017,4
0.035,0.0003,0.0015,0.0019,4
0.035,0.0006,0.002,0.0058,4
0.035,0.0002,0.0003,0.0002,4
0.035,0.0008,0.0025,0.0054,4
0.035,0.0004,0.0016,0.0036,4
0.035,0.0002,0.0017,0.0026,4
0.035,0.0002,0.0006,0.0012,4
0.035,0.0003,0.0012,0.0014,4
0.035,0.0,0.0,0.0,4
0.035,0.0001,0.0003,0.0,4
0.035,0.0005,0.0006,0.0018,4
0.035,0.0002,0.0006,0.0023,4
0.035,0.0,0.0,0.0008,4
0.035,0.0003,0.0013,0.0027,4
0.035,0.0001,0.0015,0.0033,4
0.035,0.0006,0.0019,0.0065,4
0.035,0.35,0.0,0.6,5
0.035,0.3285,0.0025,0.569,5
0.035,0.3048,0.0,0.5347,5
0.035,0.2608,0.0,0.487,5
0.035,0.1744,0.0,0.3723,5
0.035,0.1117,0.0,0.263,5
0.035,0.0776,0.0,0.1816,5
0.035,0.0494,0.0008,0.1099,5
0.035,0.0206,0.0004,0.046,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0002,5
0.035,0.0,0.0,0.0,5
0.035,0.0006,0.0001,0.0014,5
0.035,0.0,0.0003,0.0002,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0003,0.0006,0.0014,5
0.035,0.0,0.0,0.0,5
0.035,0.0003,0.0001,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0007,0.0011,0.0011,5
0.035,0.0007,0.0015,0.0004,5
0.035,0.0005,0.0006,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0003,0.0007,0.0,5
0.035,0.0001,0.0001,0.0007,5
0.035,0.0,0.0,0.0,5
0.035,0.0009,0.0025,0.0016,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0008,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0009,0.0019,0.002,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0002,0.0005,5
0.035,0.0,0.0,0.0,5
0.035,0.0001,0.0003,0.0004,5
0.035,0.0,0.0,0.0009,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.001,0.0012,0.0028,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0007,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0006,0.0002,5
0.035,0.0,0.0,0.0001,5
0.035,0.0005,0.0007,0.0004,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0002,5
0.035,0.0004,0.0006,0.0017,5
0.035,0.0001,0.0011,0.0008,5
0.035,0.0001,0.0002,0.0004,5
0.035,0.0,0.0005,0.0,5
0.035,0.0,0.0002,0.0014,5
0.035,0.0,0.0004,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0007,0.0011,0.0013,5
0.035,0.0005,0.0012,0.0005,5
0.035,0.0003,0.0008,0.001,5
0.035,0.0003,0.0001,0.0008,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0001,0.0003,0.0,5
0.035,0.0006,0.0016,0.0028,5
0.035,0.0,0.0,0.0003,5
0.035,0.0001,0.0,0.0,5
0.035,0.0,0.0002,0.0005,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0003,0.0001,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.035,0.0,0.0,0.0,5
0.04,0.45,0.95,0.0,0
0.04,0.4349,0.9173,0.0005,0
0.04,0.4182,0.8834,0.0,0
0.04,0.3996,0.847,0.0,0
0.04,0.3734,0.8074,0.0,0
0.04,0.3204,0.7632,0.0,0
0.04,0.2005,0.7085,0.0,0
0.04,0.1343,0.6578,0.0,0
0.04,0.1028,0.6103,0.0006,0
0.04,0.0921,0.5656,0.0,0
0.04,0.0848,0.5478,0.0007,0
0.04,0.08,0.5048,0.0008,0
0.04,0.0823,0.4675,0.0,0
0.04,0.0826,0.4298,0.0006,0
0.04,0.0786,0.3924,0.002,0
0.04,0.0901,0.3604,0.0025,0
0.04,0.0929,0.3285,0.0008,0
0.04,0.1002,0.2983,0.0011,0
0.04,0.0966,0.2672,0.0,0
0.04,0.1018,0.2408,0.0006,0
0.04,0.0984,0.2276,0.0016,0
0.04,0.1013,0.2021,0.0,0
0.04,0.0933,0.1733,0.0,0
0.04,0.0903,0.1481,0.0,0
0.04,0.0873,0.1244,0.0002,0
0.04,0.0758,0.1005,0.0,0
0.04,0.0807,0.0846,0.0007,0
0.04,0.0714,0.0665,0.0013,0
0.04,0.0495,0.0449,0.0,0
0.04,0.0423,0.0326,0.0,0
0.04,0.0424,0.0299,0.0,0
0.04,0.0243,0.0157,0.0,0
0.04,0.006,0.0045,0.0001,0
0.04,0.0006,0.0,0.0,0
0.04,0.0017,0.0006,0.0,0
0.04,0.0021,0.0012,0.0002,0
0.04,0.0,0.0,0.0,0
0.04,0.0,0.0,0.0,0
0.04,0.0018,0.0008,0.001,0
0.04,0.0,0.0,0.0007,0
0.04,0.0002,0.0,0.0,0
0.04,0.0,0.0,0.0006,0
0.04,0.0008,0.0005,0.0,0
0.04,0.0001,0.0,0.0,0
0.04,0.0018,0.0009,0.0003,0
0.04,0.0,0.0003,0.0001,0
0.04,0.001,0.0006,0.0,0
0.04,0.0,0.0,0.0,0
0.04,0.0018,0.0005,0.0009,0
0.04,0.0,0.0,0.0,0
